Year,Month,Gender,LNC_by_Age,Value_Legal_Name_Change
2011,August,T,65-69,1
2011,August,T,70-74,1
2011,August,T,75+,1
2011,August,T,Total,160
2011,September,M,0-4,23
2011,September,M,9-May,18
2011,September,M,14-Oct,13
2011,September,M,15-19,12
2011,September,M,20-24,14
2011,September,M,25-29,11
2011,September,M,30-34,7
2011,September,M,35-39,6
2011,September,M,40-44,16
2011,September,M,45-49,9
2011,September,M,50-54,2
2011,September,M,55-59,3
2011,September,M,60-64,4
2011,September,M,65-69,0
2011,September,M,70-74,1
2011,September,M,75+,0
2011,September,M,Total,139
2011,September,F,0-4,17
2011,September,F,9-May,14
2011,September,F,14-Oct,10
2011,September,F,15-19,14
2011,September,F,20-24,11
2011,September,F,25-29,11
2011,September,F,30-34,8
2011,September,F,35-39,6
2011,September,F,40-44,7
2011,September,F,45-49,3
2011,September,F,50-54,4
2011,September,F,55-59,2
2011,September,F,60-64,5
2011,September,F,65-69,2
2011,September,F,70-74,0
2011,September,F,75+,0
2011,September,F,Total,114
2011,September,T,0-4,40
2011,September,T,9-May,32
2011,September,T,14-Oct,23
2011,September,T,15-19,26
2011,September,T,20-24,25
2011,September,T,25-29,22
2011,September,T,30-34,15
2011,September,T,35-39,12
2011,September,T,40-44,23
2011,September,T,45-49,12
2011,September,T,50-54,6
2011,September,T,55-59,5
2011,September,T,60-64,9
2011,September,T,65-69,2
2011,September,T,70-74,1
2011,September,T,75+,0
2011,September,T,Total,253
2011,October,M,0-4,15
2011,October,M,9-May,17
2011,October,M,14-Oct,23
2011,October,M,15-19,21
2011,October,M,20-24,20
2011,October,M,25-29,12
2011,October,M,30-34,12
2011,October,M,35-39,8
2011,October,M,40-44,6
2011,October,M,45-49,4
2011,October,M,50-54,2
2011,October,M,55-59,2
2011,October,M,60-64,1
2011,October,M,65-69,1
2011,October,M,70-74,0
2011,October,M,75+,0
2011,October,M,Total,144
2011,October,F,0-4,21
2011,October,F,9-May,17
2011,October,F,14-Oct,14
2011,October,F,15-19,23
2011,October,F,20-24,16
2011,October,F,25-29,12
2011,October,F,30-34,9
2011,October,F,35-39,11
2011,October,F,40-44,11
2011,October,F,45-49,3
2011,October,F,50-54,5
2011,October,F,55-59,1
2011,October,F,60-64,2
2011,October,F,65-69,2
2011,October,F,70-74,0
2011,October,F,75+,1
2011,October,F,Total,148
2011,October,T,0-4,36
2011,October,T,9-May,34
2011,October,T,14-Oct,37
2011,October,T,15-19,44
2011,October,T,20-24,36
2011,October,T,25-29,24
2011,October,T,30-34,21
2011,October,T,35-39,19
2011,October,T,40-44,17
2011,October,T,45-49,7
2011,October,T,50-54,7
2011,October,T,55-59,3
2011,October,T,60-64,3
2011,October,T,65-69,3
2011,October,T,70-74,0
2011,October,T,75+,1
2011,October,T,Total,292
2011,November,M,0-4,16
2011,November,M,9-May,23
2011,November,M,14-Oct,7
2011,November,M,15-19,22
2011,November,M,20-24,16
2011,November,M,25-29,19
2011,November,M,30-34,8
2011,November,M,35-39,7
2011,November,M,40-44,11
2011,November,M,45-49,2
2011,November,M,50-54,6
2011,November,M,55-59,4
2011,November,M,60-64,2
2011,November,M,65-69,1
2011,November,M,70-74,0
2011,November,M,75+,0
2011,November,M,Total,144
2011,November,F,0-4,28
2011,November,F,9-May,21
2011,November,F,14-Oct,13
2011,November,F,15-19,11
2011,November,F,20-24,9
2011,November,F,25-29,17
2011,November,F,30-34,12
2011,November,F,35-39,2
2011,November,F,40-44,6
2011,November,F,45-49,5
2011,November,F,50-54,6
2011,November,F,55-59,3
2011,November,F,60-64,2
2011,November,F,65-69,1
2011,November,F,70-74,1
2011,November,F,75+,0
2011,November,F,Total,137
2011,November,T,0-4,44
2011,November,T,9-May,44
2011,November,T,14-Oct,20
2011,November,T,15-19,33
2011,November,T,20-24,25
2011,November,T,25-29,36
2011,November,T,30-34,20
2011,November,T,35-39,9
2011,November,T,40-44,17
2011,November,T,45-49,7
2011,November,T,50-54,12
2011,November,T,55-59,7
2011,November,T,60-64,4
2011,November,T,65-69,2
2011,November,T,70-74,1
2011,November,T,75+,0
2011,November,T,Total,281
2011,December,M,0-4,10
2011,December,M,9-May,16
2011,December,M,14-Oct,7
2011,December,M,15-19,8
2011,December,M,20-24,6
2011,December,M,25-29,7
2011,December,M,30-34,8
2011,December,M,35-39,11
2011,December,M,40-44,5
2011,December,M,45-49,5
2011,December,M,50-54,6
2011,December,M,55-59,1
2011,December,M,60-64,0
2011,December,M,65-69,1
2011,December,M,70-74,0
2011,December,M,75+,0
2011,December,M,Total,91
2011,December,F,0-4,11
2011,December,F,9-May,8
2011,December,F,14-Oct,10
2011,December,F,15-19,9
2011,December,F,20-24,12
2011,December,F,25-29,6
2011,December,F,30-34,5
2011,December,F,35-39,11
2011,December,F,40-44,5
2011,December,F,45-49,5
2011,December,F,50-54,2
2011,December,F,55-59,3
2011,December,F,60-64,0
2011,December,F,65-69,2
2011,December,F,70-74,0
2011,December,F,75+,1
2011,December,F,Total,90
2011,December,T,0-4,21
2011,December,T,9-May,24
2011,December,T,14-Oct,17
2011,December,T,15-19,17
2011,December,T,20-24,18
2011,December,T,25-29,13
2011,December,T,30-34,13
2011,December,T,35-39,22
2011,December,T,40-44,10
2011,December,T,45-49,10
2011,December,T,50-54,8
2011,December,T,55-59,4
2011,December,T,60-64,0
2011,December,T,65-69,3
2011,December,T,70-74,0
2011,December,T,75+,1
2011,December,T,Total,181
2011,Total ,M,0-4,181
2011,Total ,M,9-May,164
2011,Total ,M,14-Oct,147
2011,Total ,M,15-19,189
2011,Total ,M,20-24,145
2011,Total ,M,25-29,141
2011,Total ,M,30-34,111
2011,Total ,M,35-39,99
2011,Total ,M,40-44,73
2011,Total ,M,45-49,61
2011,Total ,M,50-54,37
2011,Total ,M,55-59,27
2011,Total ,M,60-64,18
2011,Total ,M,65-69,14
2011,Total ,M,70-74,3
2011,Total ,M,75+,3
2011,Total ,M,Total,1413
2011,Total ,F,0-4,202
2011,Total ,F,9-May,141
2011,Total ,F,14-Oct,120
2011,Total ,F,15-19,169
2011,Total ,F,20-24,119
2011,Total ,F,25-29,119
2011,Total ,F,30-34,93
2011,Total ,F,35-39,90
2011,Total ,F,40-44,73
2011,Total ,F,45-49,51
2011,Total ,F,50-54,36
2011,Total ,F,55-59,26
2011,Total ,F,60-64,23
2011,Total ,F,65-69,14
2011,Total ,F,70-74,5
2011,Total ,F,75+,7
2011,Total ,F,Total,1288
2011,Total ,T,0-4,383
2011,Total ,T,9-May,305
2011,Total ,T,14-Oct,267
2011,Total ,T,15-19,358
2011,Total ,T,20-24,264
2011,Total ,T,25-29,260
2011,Total ,T,30-34,204
2011,Total ,T,35-39,189
2011,Total ,T,40-44,146
2011,Total ,T,45-49,112
2011,Total ,T,50-54,73
2011,Total ,T,55-59,53
2011,Total ,T,60-64,41
2011,Total ,T,65-69,28
2011,Total ,T,70-74,8
2011,Total ,T,75+,10
2011,Total ,T,Total,2701
2012,January,M,0-4,20
2012,January,M,9-May,6
2012,January,M,14-Oct,9
2012,January,M,15-19,11
2012,January,M,20-24,12
2012,January,M,25-29,12
2012,January,M,30-34,8
2012,January,M,35-39,6
2012,January,M,40-44,9
2012,January,M,45-49,1
2012,January,M,50-54,2
2012,January,M,55-59,2
2012,January,M,60-64,0
2012,January,M,65-69,1
2012,January,M,70-74,0
2012,January,M,75+,2
2012,January,M,Total,101
2012,January,F,0-4,16
2012,January,F,9-May,8
2012,January,F,14-Oct,8
2012,January,F,15-19,14
2012,January,F,20-24,16
2012,January,F,25-29,15
2012,January,F,30-34,11
2012,January,F,35-39,3
2012,January,F,40-44,6
2012,January,F,45-49,3
2012,January,F,50-54,2
2012,January,F,55-59,4
2012,January,F,60-64,4
2012,January,F,65-69,0
2012,January,F,70-74,2
2012,January,F,75+,0
2012,January,F,Total,112
2012,January,T,0-4,36
2012,January,T,9-May,14
2012,January,T,14-Oct,17
2012,January,T,15-19,25
2012,January,T,20-24,28
2012,January,T,25-29,27
2012,January,T,30-34,19
2012,January,T,35-39,9
2012,January,T,40-44,15
2012,January,T,45-49,4
2012,January,T,50-54,4
2012,January,T,55-59,6
2012,January,T,60-64,4
2012,January,T,65-69,1
2012,January,T,70-74,2
2012,January,T,75+,2
2012,January,T,Total,213
2012,February,M,0-4,13
2012,February,M,9-May,13
2012,February,M,14-Oct,12
2012,February,M,15-19,7
2012,February,M,20-24,8
2012,February,M,25-29,8
2012,February,M,30-34,13
2012,February,M,35-39,5
2012,February,M,40-44,9
2012,February,M,45-49,6
2012,February,M,50-54,1
2012,February,M,55-59,4
2012,February,M,60-64,0
2012,February,M,65-69,1
2012,February,M,70-74,1
2012,February,M,75+,0
2012,February,M,Total,101
2012,February,F,0-4,10
2012,February,F,9-May,5
2012,February,F,14-Oct,12
2012,February,F,15-19,14
2012,February,F,20-24,9
2012,February,F,25-29,8
2012,February,F,30-34,5
2012,February,F,35-39,10
2012,February,F,40-44,4
2012,February,F,45-49,4
2012,February,F,50-54,0
2012,February,F,55-59,4
2012,February,F,60-64,0
2012,February,F,65-69,1
2012,February,F,70-74,0
2012,February,F,75+,0
2012,February,F,Total,86
2012,February,T,0-4,23
2012,February,T,9-May,18
2012,February,T,14-Oct,24
2012,February,T,15-19,21
2012,February,T,20-24,17
2012,February,T,25-29,16
2012,February,T,30-34,18
2012,February,T,35-39,15
2012,February,T,40-44,13
2012,February,T,45-49,10
2012,February,T,50-54,1
2012,February,T,55-59,8
2012,February,T,60-64,0
2012,February,T,65-69,2
2012,February,T,70-74,1
2012,February,T,75+,0
2012,February,T,Total,187
2012,March,M,0-4,12
2012,March,M,9-May,8
2012,March,M,14-Oct,6
2012,March,M,15-19,6
2012,March,M,20-24,5
2012,March,M,25-29,12
2012,March,M,30-34,5
2012,March,M,35-39,8
2012,March,M,40-44,6
2012,March,M,45-49,2
2012,March,M,50-54,3
2012,March,M,55-59,1
2012,March,M,60-64,1
2012,March,M,65-69,0
2012,March,M,70-74,0
2012,March,M,75+,1
2012,March,M,Total,76
2012,March,F,0-4,13
2012,March,F,9-May,11
2012,March,F,14-Oct,13
2012,March,F,15-19,13
2012,March,F,20-24,6
2012,March,F,25-29,5
2012,March,F,30-34,11
2012,March,F,35-39,4
2012,March,F,40-44,5
2012,March,F,45-49,7
2012,March,F,50-54,1
2012,March,F,55-59,1
2012,March,F,60-64,1
2012,March,F,65-69,0
2012,March,F,70-74,0
2012,March,F,75+,0
2012,March,F,Total,91
2012,March,T,0-4,25
2012,March,T,9-May,19
2012,March,T,14-Oct,19
2012,March,T,15-19,19
2012,March,T,20-24,11
2012,March,T,25-29,17
2012,March,T,30-34,16
2012,March,T,35-39,12
2012,March,T,40-44,11
2012,March,T,45-49,9
2012,March,T,50-54,4
2012,March,T,55-59,2
2012,March,T,60-64,2
2012,March,T,65-69,0
2012,March,T,70-74,0
2012,March,T,75+,1
2012,March,T,Total,167
2012,April,M,0-4,25
2012,April,M,9-May,21
2012,April,M,14-Oct,15
2012,April,M,15-19,25
2012,April,M,20-24,14
2012,April,M,25-29,18
2012,April,M,30-34,18
2012,April,M,35-39,12
2012,April,M,40-44,10
2012,April,M,45-49,6
2012,April,M,50-54,6
2012,April,M,55-59,4
2012,April,M,60-64,3
2012,April,M,65-69,0
2012,April,M,70-74,0
2012,April,M,75+,0
2012,April,M,Total,177
2012,April,F,0-4,23
2012,April,F,9-May,18
2012,April,F,14-Oct,14
2012,April,F,15-19,21
2012,April,F,20-24,14
2012,April,F,25-29,12
2012,April,F,30-34,19
2012,April,F,35-39,11
2012,April,F,40-44,8
2012,April,F,45-49,6
2012,April,F,50-54,3
2012,April,F,55-59,7
2012,April,F,60-64,4
2012,April,F,65-69,1
2012,April,F,70-74,1
2012,April,F,75+,0
2012,April,F,Total,162
2012,April,T,0-4,48
2012,April,T,9-May,39
2012,April,T,14-Oct,29
2012,April,T,15-19,46
2012,April,T,20-24,28
2012,April,T,25-29,30
2012,April,T,30-34,37
2012,April,T,35-39,23
2012,April,T,40-44,18
2012,April,T,45-49,12
2012,April,T,50-54,9
2012,April,T,55-59,11
2012,April,T,60-64,7
2012,April,T,65-69,1
2012,April,T,70-74,1
2012,April,T,75+,0
2012,April,T,Total,339
2012,May,M,0-4,16
2012,May,M,9-May,18
2012,May,M,14-Oct,16
2012,May,M,15-19,22
2012,May,M,20-24,12
2012,May,M,25-29,6
2012,May,M,30-34,9
2012,May,M,35-39,10
2012,May,M,40-44,6
2012,May,M,45-49,4
2012,May,M,50-54,5
2012,May,M,55-59,1
2012,May,M,60-64,4
2012,May,M,65-69,0
2012,May,M,70-74,0
2012,May,M,75+,0
2012,May,M,Total,129
2012,May,F,0-4,23
2012,May,F,9-May,21
2012,May,F,14-Oct,14
2012,May,F,15-19,21
2012,May,F,20-24,10
2012,May,F,25-29,15
2012,May,F,30-34,11
2012,May,F,35-39,6
2012,May,F,40-44,9
2012,May,F,45-49,2
2012,May,F,50-54,5
2012,May,F,55-59,1
2012,May,F,60-64,0
2012,May,F,65-69,0
2012,May,F,70-74,0
2012,May,F,75+,2
2012,May,F,Total,140
2012,May,T,0-4,39
2012,May,T,9-May,39
2012,May,T,14-Oct,30
2012,May,T,15-19,43
2012,May,T,20-24,22
2012,May,T,25-29,21
2012,May,T,30-34,20
2012,May,T,35-39,16
2012,May,T,40-44,15
2012,May,T,45-49,6
2012,May,T,50-54,10
2012,May,T,55-59,2
2012,May,T,60-64,4
2012,May,T,65-69,0
2012,May,T,70-74,0
2012,May,T,75+,2
2012,May,T,Total,269
2012,June,M,0-4,5
2012,June,M,9-May,7
2012,June,M,14-Oct,1
2012,June,M,15-19,4
2012,June,M,20-24,4
2012,June,M,25-29,12
2012,June,M,30-34,8
2012,June,M,35-39,2
2012,June,M,40-44,1
2012,June,M,45-49,4
2012,June,M,50-54,2
2012,June,M,55-59,2
2012,June,M,60-64,1
2012,June,M,65-69,2
2012,June,M,70-74,0
2012,June,M,75+,0
2012,June,M,Total,55
2012,June,F,0-4,14
2012,June,F,9-May,3
2012,June,F,14-Oct,2
2012,June,F,15-19,9
2012,June,F,20-24,6
2012,June,F,25-29,9
2012,June,F,30-34,4
2012,June,F,35-39,5
2012,June,F,40-44,2
2012,June,F,45-49,4
2012,June,F,50-54,1
2012,June,F,55-59,2
2012,June,F,60-64,0
2012,June,F,65-69,0
2012,June,F,70-74,0
2012,June,F,75+,0
2012,June,F,Total,61
2012,June,T,0-4,19
2012,June,T,9-May,10
2012,June,T,14-Oct,3
2012,June,T,15-19,13
2012,June,T,20-24,10
2012,June,T,25-29,21
2012,June,T,30-34,12
2012,June,T,35-39,7
2012,June,T,40-44,3
2012,June,T,45-49,8
2012,June,T,50-54,3
2012,June,T,55-59,4
2012,June,T,60-64,1
2012,June,T,65-69,2
2012,June,T,70-74,0
2012,June,T,75+,0
2012,June,T,Total,116
2012,July,M,0-4,9
2012,July,M,9-May,3
2012,July,M,14-Oct,6
2012,July,M,15-19,4
2012,July,M,20-24,3
2012,July,M,25-29,7
2012,July,M,30-34,3
2012,July,M,35-39,3
2012,July,M,40-44,3
2012,July,M,45-49,2
2012,July,M,50-54,1
2012,July,M,55-59,2
2012,July,M,60-64,2
2012,July,M,65-69,1
2012,July,M,70-74,0
2012,July,M,75+,0
2012,July,M,Total,49
2012,July,F,0-4,4
2012,July,F,9-May,6
2012,July,F,14-Oct,4
2012,July,F,15-19,5
2012,July,F,20-24,3
2012,July,F,25-29,4
2012,July,F,30-34,3
2012,July,F,35-39,7
2012,July,F,40-44,0
2012,July,F,45-49,5
2012,July,F,50-54,1
2012,July,F,55-59,3
2012,July,F,60-64,1
2012,July,F,65-69,2
2012,July,F,70-74,0
2012,July,F,75+,0
2012,July,F,Total,48
2012,July,T,0-4,13
2012,July,T,9-May,9
2012,July,T,14-Oct,10
2012,July,T,15-19,9
2012,July,T,20-24,6
2012,July,T,25-29,11
2012,July,T,30-34,6
2012,July,T,35-39,10
2012,July,T,40-44,3
2012,July,T,45-49,7
2012,July,T,50-54,2
2012,July,T,55-59,5
2012,July,T,60-64,3
2012,July,T,65-69,3
2012,July,T,70-74,0
2012,July,T,75+,0
2012,July,T,Total,97
2012,August,M,0-4,8
2012,August,M,9-May,6
2012,August,M,14-Oct,9
2012,August,M,15-19,7
2012,August,M,20-24,4
2012,August,M,25-29,3
2012,August,M,30-34,4
2012,August,M,35-39,9
2012,August,M,40-44,1
2012,August,M,45-49,2
2012,August,M,50-54,1
2012,August,M,55-59,0
2012,August,M,60-64,1
2012,August,M,65-69,0
2012,August,M,70-74,0
2012,August,M,75+,0
2012,August,M,Total,55
2012,August,F,0-4,10
2012,August,F,9-May,9
2012,August,F,14-Oct,4
2012,August,F,15-19,8
2012,August,F,20-24,8
2012,August,F,25-29,4
2012,August,F,30-34,8
2012,August,F,35-39,7
2012,August,F,40-44,2
2012,August,F,45-49,3
2012,August,F,50-54,2
2012,August,F,55-59,1
2012,August,F,60-64,2
2012,August,F,65-69,1
2012,August,F,70-74,0
2012,August,F,75+,0
2012,August,F,Total,69
2012,August,T,0-4,18
2012,August,T,9-May,15
2012,August,T,14-Oct,13
2012,August,T,15-19,15
2012,August,T,20-24,12
2012,August,T,25-29,7
2012,August,T,30-34,12
2012,August,T,35-39,16
2012,August,T,40-44,3
2012,August,T,45-49,5
2012,August,T,50-54,3
2012,August,T,55-59,1
2012,August,T,60-64,3
2012,August,T,65-69,1
2012,August,T,70-74,0
2012,August,T,75+,0
2012,August,T,Total,124
2012,September,M,0-4,19
2012,September,M,9-May,18
2012,September,M,14-Oct,11
2012,September,M,15-19,9
2012,September,M,20-24,13
2012,September,M,25-29,8
2012,September,M,30-34,12
2012,September,M,35-39,9
2012,September,M,40-44,6
2012,September,M,45-49,3
2012,September,M,50-54,4
2012,September,M,55-59,5
2012,September,M,60-64,2
2012,September,M,65-69,0
2012,September,M,70-74,0
2012,September,M,75+,1
2012,September,M,Total,120
2012,September,F,0-4,19
2012,September,F,9-May,15
2012,September,F,14-Oct,2
2012,September,F,15-19,11
2012,September,F,20-24,8
2012,September,F,25-29,6
2012,September,F,30-34,17
2012,September,F,35-39,7
2012,September,F,40-44,2
2012,September,F,45-49,7
2012,September,F,50-54,1
2012,September,F,55-59,4
2012,September,F,60-64,1
2012,September,F,65-69,0
2012,September,F,70-74,0
2012,September,F,75+,1
2012,September,F,Total,101
2012,September,T,0-4,38
2012,September,T,9-May,33
2012,September,T,14-Oct,13
2012,September,T,15-19,20
2012,September,T,20-24,21
2012,September,T,25-29,14
2012,September,T,30-34,29
2012,September,T,35-39,16
2012,September,T,40-44,8
2012,September,T,45-49,10
2012,September,T,50-54,5
2012,September,T,55-59,9
2012,September,T,60-64,3
2012,September,T,65-69,0
2012,September,T,70-74,0
2012,September,T,75+,2
2012,September,T,Total,221
2012,October,M,0-4,22
2012,October,M,9-May,19
2012,October,M,14-Oct,11
2012,October,M,15-19,10
2012,October,M,20-24,11
2012,October,M,25-29,12
2012,October,M,30-34,10
2012,October,M,35-39,10
2012,October,M,40-44,3
2012,October,M,45-49,2
2012,October,M,50-54,4
2012,October,M,55-59,2
2012,October,M,60-64,1
2012,October,M,65-69,1
2012,October,M,70-74,0
2012,October,M,75+,1
2012,October,M,Total,119
2012,October,F,0-4,22
2012,October,F,9-May,11
2012,October,F,14-Oct,4
2012,October,F,15-19,8
2012,October,F,20-24,20
2012,October,F,25-29,15
2012,October,F,30-34,5
2012,October,F,35-39,9
2012,October,F,40-44,7
2012,October,F,45-49,4
2012,October,F,50-54,3
2012,October,F,55-59,5
2012,October,F,60-64,1
2012,October,F,65-69,1
2012,October,F,70-74,1
2012,October,F,75+,0
2012,October,F,Total,116
2012,October,T,0-4,44
2012,October,T,9-May,30
2012,October,T,14-Oct,15
2012,October,T,15-19,18
2012,October,T,20-24,31
2012,October,T,25-29,27
2012,October,T,30-34,15
2012,October,T,35-39,19
2012,October,T,40-44,10
2012,October,T,45-49,6
2012,October,T,50-54,7
2012,October,T,55-59,7
2012,October,T,60-64,2
2012,October,T,65-69,2
2012,October,T,70-74,1
2012,October,T,75+,1
2012,October,T,Total,235
2012,November,M,0-4,14
2012,November,M,9-May,17
2012,November,M,14-Oct,10
2012,November,M,15-19,9
2012,November,M,20-24,12
2012,November,M,25-29,13
2012,November,M,30-34,7
2012,November,M,35-39,9
2012,November,M,40-44,5
2012,November,M,45-49,1
2012,November,M,50-54,1
2012,November,M,55-59,2
2012,November,M,60-64,1
2012,November,M,65-69,1
2012,November,M,70-74,0
2012,November,M,75+,0
2012,November,M,Total,102
2012,November,F,0-4,16
2012,November,F,9-May,14
2012,November,F,14-Oct,11
2012,November,F,15-19,12
2012,November,F,20-24,11
2012,November,F,25-29,8
2012,November,F,30-34,6
2012,November,F,35-39,6
2012,November,F,40-44,4
2012,November,F,45-49,2
2012,November,F,50-54,4
2012,November,F,55-59,0
2012,November,F,60-64,2
2012,November,F,65-69,0
2012,November,F,70-74,2
2012,November,F,75+,0
2012,November,F,Total,98
2012,November,T,0-4,30
2012,November,T,9-May,31
2012,November,T,14-Oct,21
2012,November,T,15-19,21
2012,November,T,20-24,23
2012,November,T,25-29,21
2012,November,T,30-34,13
2012,November,T,35-39,15
2012,November,T,40-44,9
2012,November,T,45-49,3
2012,November,T,50-54,5
2012,November,T,55-59,2
2012,November,T,60-64,3
2012,November,T,65-69,1
2012,November,T,70-74,2
2012,November,T,75+,0
2012,November,T,Total,200
2012,December,M,0-4,12
2012,December,M,9-May,19
2012,December,M,14-Oct,9
2012,December,M,15-19,11
2012,December,M,20-24,7
2012,December,M,25-29,5
2012,December,M,30-34,7
2012,December,M,35-39,3
2012,December,M,40-44,2
2012,December,M,45-49,8
2012,December,M,50-54,3
2012,December,M,55-59,3
2012,December,M,60-64,4
2012,December,M,65-69,0
2012,December,M,70-74,0
2012,December,M,75+,0
2012,December,M,Total,93
2012,December,F,0-4,18
2012,December,F,9-May,9
2012,December,F,14-Oct,8
2012,December,F,15-19,13
2012,December,F,20-24,6
2012,December,F,25-29,5
2012,December,F,30-34,7
2012,December,F,35-39,3
2012,December,F,40-44,4
2012,December,F,45-49,0
2012,December,F,50-54,2
2012,December,F,55-59,3
2012,December,F,60-64,2
2012,December,F,65-69,0
2012,December,F,70-74,2
2012,December,F,75+,0
2012,December,F,Total,82
2012,December,T,0-4,30
2012,December,T,9-May,28
2012,December,T,14-Oct,17
2012,December,T,15-19,24
2012,December,T,20-24,13
2012,December,T,25-29,10
2012,December,T,30-34,14
2012,December,T,35-39,6
2012,December,T,40-44,6
2012,December,T,45-49,8
2012,December,T,50-54,5
2012,December,T,55-59,6
2012,December,T,60-64,6
2012,December,T,65-69,0
2012,December,T,70-74,2
2012,December,T,75+,0
2012,December,T,Total,175
2012,Total ,M,0-4,175
2012,Total ,M,9-May,155
2012,Total ,M,14-Oct,115
2012,Total ,M,15-19,125
2012,Total ,M,20-24,105
2012,Total ,M,25-29,116
2012,Total ,M,30-34,104
2012,Total ,M,35-39,86
2012,Total ,M,40-44,61
2012,Total ,M,45-49,41
2012,Total ,M,50-54,33
2012,Total ,M,55-59,28
2012,Total ,M,60-64,20
2012,Total ,M,65-69,7
2012,Total ,M,70-74,1
2012,Total ,M,75+,5
2012,Total ,M,Total,1177
2012,Total ,F,0-4,188
2012,Total ,F,9-May,130
2012,Total ,F,14-Oct,96
2012,Total ,F,15-19,149
2012,Total ,F,20-24,117
2012,Total ,F,25-29,106
2012,Total ,F,30-34,107
2012,Total ,F,35-39,78
2012,Total ,F,40-44,53
2012,Total ,F,45-49,47
2012,Total ,F,50-54,25
2012,Total ,F,55-59,35
2012,Total ,F,60-64,18
2012,Total ,F,65-69,6
2012,Total ,F,70-74,8
2012,Total ,F,75+,3
2012,Total ,F,Total,1166
2012,Total ,T,0-4,363
2012,Total ,T,9-May,285
2012,Total ,T,14-Oct,211
2012,Total ,T,15-19,274
2012,Total ,T,20-24,222
2012,Total ,T,25-29,222
2012,Total ,T,30-34,211
2012,Total ,T,35-39,164
2012,Total ,T,40-44,114
2012,Total ,T,45-49,88
2012,Total ,T,50-54,58
2012,Total ,T,55-59,63
2012,Total ,T,60-64,38
2012,Total ,T,65-69,13
2012,Total ,T,70-74,9
2012,Total ,T,75+,8
2012,Total ,T,Total,2343
2013,January,M,0-4,17
2013,January,M,9-May,22
2013,January,M,14-Oct,11
2013,January,M,15-19,17
2013,January,M,20-24,11
2013,January,M,25-29,10
2013,January,M,30-34,11
2013,January,M,35-39,10
2013,January,M,40-44,6
2013,January,M,45-49,1
2013,January,M,50-54,3
2013,January,M,55-59,1
2013,January,M,60-64,3
2013,January,M,65-69,2
2013,January,M,70-74,1
2013,January,M,75+,1
2013,January,M,Total,127
2013,January,F,0-4,21
2013,January,F,9-May,13
2013,January,F,14-Oct,6
2013,January,F,15-19,9
2013,January,F,20-24,10
2013,January,F,25-29,13
2013,January,F,30-34,11
2013,January,F,35-39,6
2013,January,F,40-44,8
2013,January,F,45-49,7
2013,January,F,50-54,3
2013,January,F,55-59,4
2013,January,F,60-64,3
2013,January,F,65-69,2
2013,January,F,70-74,0
2013,January,F,75+,0
2013,January,F,Total,116
2013,January,T,0-4,38
2013,January,T,9-May,35
2013,January,T,14-Oct,17
2013,January,T,15-19,26
2013,January,T,20-24,21
2013,January,T,25-29,23
2013,January,T,30-34,22
2013,January,T,35-39,16
2013,January,T,40-44,14
2013,January,T,45-49,8
2013,January,T,50-54,6
2013,January,T,55-59,5
2013,January,T,60-64,6
2013,January,T,65-69,4
2013,January,T,70-74,1
2013,January,T,75+,1
2013,January,T,Total,243
2013,February,M,0-4,22
2013,February,M,9-May,19
2013,February,M,14-Oct,14
2013,February,M,15-19,18
2013,February,M,20-24,14
2013,February,M,25-29,17
2013,February,M,30-34,16
2013,February,M,35-39,12
2013,February,M,40-44,5
2013,February,M,45-49,3
2013,February,M,50-54,4
2013,February,M,55-59,2
2013,February,M,60-64,4
2013,February,M,65-69,1
2013,February,M,70-74,0
2013,February,M,75+,0
2013,February,M,Total,151
2013,February,F,0-4,26
2013,February,F,9-May,16
2013,February,F,14-Oct,10
2013,February,F,15-19,18
2013,February,F,20-24,10
2013,February,F,25-29,8
2013,February,F,30-34,12
2013,February,F,35-39,11
2013,February,F,40-44,2
2013,February,F,45-49,4
2013,February,F,50-54,3
2013,February,F,55-59,2
2013,February,F,60-64,4
2013,February,F,65-69,2
2013,February,F,70-74,1
2013,February,F,75+,0
2013,February,F,Total,129
2013,February,T,0-4,48
2013,February,T,9-May,35
2013,February,T,14-Oct,24
2013,February,T,15-19,36
2013,February,T,20-24,24
2013,February,T,25-29,25
2013,February,T,30-34,28
2013,February,T,35-39,23
2013,February,T,40-44,7
2013,February,T,45-49,7
2013,February,T,50-54,7
2013,February,T,55-59,4
2013,February,T,60-64,8
2013,February,T,65-69,3
2013,February,T,70-74,1
2013,February,T,75+,0
2013,February,T,Total,280
2013,March,M,0-4,23
2013,March,M,9-May,20
2013,March,M,14-Oct,10
2013,March,M,15-19,17
2013,March,M,20-24,14
2013,March,M,25-29,14
2013,March,M,30-34,13
2013,March,M,35-39,10
2013,March,M,40-44,10
2013,March,M,45-49,5
2013,March,M,50-54,2
2013,March,M,55-59,2
2013,March,M,60-64,1
2013,March,M,65-69,1
2013,March,M,70-74,0
2013,March,M,75+,1
2013,March,M,Total,143
2013,March,F,0-4,21
2013,March,F,9-May,16
2013,March,F,14-Oct,12
2013,March,F,15-19,15
2013,March,F,20-24,16
2013,March,F,25-29,13
2013,March,F,30-34,13
2013,March,F,35-39,7
2013,March,F,40-44,6
2013,March,F,45-49,8
2013,March,F,50-54,4
2013,March,F,55-59,6
2013,March,F,60-64,1
2013,March,F,65-69,0
2013,March,F,70-74,0
2013,March,F,75+,0
2013,March,F,Total,138
